CTS,,,,,,,,,,
Test Date,ABI,Module,Test,result,Detail,desc,F/W ver,TestTool ver,SecurityPatch,SDK ver
2025-05-16,arm64-v8a,CtsAppTestCases,android.app.cts.SystemFeaturesTest#testCameraFeatures,pass,java.lang.AssertionError: PackageManager#hasSystemFeature should NOT return true for android.hardware.camera.any,camera conn >> PASS,204_A1,14_r7 / 13033356,2025-05-01,1.2.0
2025-05-16,armeabi-v7a,CtsAppTestCases,android.app.cts.ActivityManagerFgsBgStartTest#testVisibleActivityGracePeriod,pass,junit.framework.AssertionFailedError: Service should not enter foreground service state,"ott, netflix etc app open >> retry >> PASS",204_A1,14_r7 / 13033356,2025-05-01,1.2.0
2025-05-16,armeabi-v7a,CtsAppTestCases,android.app.cts.ActivityManagerTest#testTrimAppChildProcess,pass,java.lang.AssertionError: App's light weight child process shouldn't be gone,iCX app >> clear data >> PASS,204_A1,14_r7 / 13033356,2025-05-01,1.2.0
2025-05-16,armeabi-v7a,CtsAppTestCases,android.app.cts.SystemFeaturesTest#testCameraFeatures,pass,java.lang.AssertionError: PackageManager#hasSystemFeature should NOT return true for android.hardware.camera.any,camera conn >> PASS,204_A1,14_r7 / 13033356,2025-05-01,1.2.0
2025-05-16,arm64-v8a,CtsAttributionSourceTestCases,android.attributionsource.cts.RuntimePermissionsAppOpTrackingTest#testMicRecognitionMicRecoWithAttribution,pass,expected: true,camera conn >> PASS,204_A1,14_r7 / 13033356,2025-05-01,1.2.0
2025-05-16,arm64-v8a,CtsCameraTestCases,android.hardware.camera2.cts.CameraManagerTest#testCameraManagerGetDeviceIdList[1],pass,junit.framework.AssertionFailedError: External camera is not connected on device with FEATURE_CAMERA_EXTERNAL,camera conn >> PASS,204_A1,14_r7 / 13033356,2025-05-01,1.2.0
2025-05-16,arm64-v8a,CtsCameraTestCases,android.hardware.cts.CameraTest#testCameraExternalConnected,pass,junit.framework.AssertionFailedError: Devices with external camera support must have a camera connected for testing,camera conn >> PASS,204_A1,14_r7 / 13033356,2025-05-01,1.2.0
2025-05-16,armeabi-v7a,CtsCameraTestCases,android.hardware.camera2.cts.CameraManagerTest#testCameraManagerGetDeviceIdList[1],pass,junit.framework.AssertionFailedError: External camera is not connected on device with FEATURE_CAMERA_EXTERNAL,camera conn >> PASS,204_A1,14_r7 / 13033356,2025-05-01,1.2.0
2025-05-16,armeabi-v7a,CtsCameraTestCases,android.hardware.cts.CameraTest#testCameraExternalConnected,pass,junit.framework.AssertionFailedError: Devices with external camera support must have a camera connected for testing,camera conn >> PASS,204_A1,14_r7 / 13033356,2025-05-01,1.2.0
2025-05-16,arm64-v8a,CtsCameraTestCases[instant],android.hardware.camera2.cts.CameraManagerTest#testCameraManagerGetDeviceIdList[1],pass,junit.framework.AssertionFailedError: External camera is not connected on device with FEATURE_CAMERA_EXTERNAL,camera conn >> PASS,204_A1,14_r7 / 13033356,2025-05-01,1.2.0
2025-05-16,arm64-v8a,CtsCameraTestCases[instant],android.hardware.cts.CameraTest#testCameraExternalConnected,pass,junit.framework.AssertionFailedError: Devices with external camera support must have a camera connected for testing,camera conn >> PASS,204_A1,14_r7 / 13033356,2025-05-01,1.2.0
2025-05-16,armeabi-v7a,CtsDevicePolicyTestCases,android.devicepolicy.cts.AccountTest#noIncompatibleAccounts,pass,Preconfigured accounts must have the feature android.account.DEVICE_OR_PROFILE_OWNER_ALLOWED (and not have the feature android.account.DEVICE_OR_PROFILE_OWNER_DISALLOWED) to enable compatibility with Android Enterprise,google account or retry >> PASS,204_A1,14_r7 / 13033356,2025-05-01,1.2.0
2025-05-16,arm64-v8a,CtsInputTestCases,android.input.cts.AppKeyCombinationsTest#testCtrlSpace,pass,java.lang.AssertionError: expected:&lt;62&gt; but was:&lt;113&gt;,revert git commit() >> retry >> PASS,204_A1,14_r7 / 13033356,2025-05-01,1.2.0
2025-05-16,armeabi-v7a,CtsInputTestCases,android.input.cts.AppKeyCombinationsTest#testCtrlSpace,pass,java.lang.AssertionError: expected:&lt;62&gt; but was:&lt;113&gt;,revert git commit() >> retry >> PASS,204_A1,14_r7 / 13033356,2025-05-01,1.2.0
2025-05-16,arm64-v8a,CtsMediaAudioTestCases,android.media.audio.cts.AudioTrackSurroundTest#testPlayIEC61937_44100,pass,"junit.framework.AssertionFailedError: expect many timestamps, got 0",tv change?.. retry >> PASS,204_A1,14_r7 / 13033356,2025-05-01,1.2.0
2025-05-16,arm64-v8a,CtsMediaAudioTestCases,android.media.audio.cts.AudioTrackSurroundTest#testPlayIEC61937_32000,pass,"junit.framework.AssertionFailedError: expect many timestamps, got 0",tv change?.. retry >> PASS,204_A1,14_r7 / 13033356,2025-05-01,1.2.0
2025-05-16,arm64-v8a,CtsMediaAudioTestCases,android.media.audio.cts.AudioTrackSurroundTest#testPlayIEC61937_48000,pass,"junit.framework.AssertionFailedError: expect many timestamps, got 0",tv change?.. retry >> PASS,204_A1,14_r7 / 13033356,2025-05-01,1.2.0
2025-05-16,armeabi-v7a,CtsMediaAudioTestCases,android.media.audio.cts.AudioTrackSurroundTest#testPlayIEC61937_44100,pass,"junit.framework.AssertionFailedError: expect many timestamps, got 0",tv change?.. retry >> PASS,204_A1,14_r7 / 13033356,2025-05-01,1.2.0
2025-05-16,armeabi-v7a,CtsMediaAudioTestCases,android.media.audio.cts.AudioTrackSurroundTest#testPlayIEC61937_32000,pass,"junit.framework.AssertionFailedError: expect many timestamps, got 0",tv change?.. retry >> PASS,204_A1,14_r7 / 13033356,2025-05-01,1.2.0
2025-05-16,armeabi-v7a,CtsMediaAudioTestCases,android.media.audio.cts.AudioTrackSurroundTest#testPlayIEC61937_48000,pass,"junit.framework.AssertionFailedError: expect many timestamps, got 0",tv change?.. retry >> PASS,204_A1,14_r7 / 13033356,2025-05-01,1.2.0
2025-05-16,arm64-v8a,CtsMediaAudioTestCases[instant],android.media.audio.cts.AudioTrackSurroundTest#testPlayIEC61937_44100,pass,"junit.framework.AssertionFailedError: expect many timestamps, got 0",tv change?.. retry >> PASS,204_A1,14_r7 / 13033356,2025-05-01,1.2.0
2025-05-16,arm64-v8a,CtsMediaAudioTestCases[instant],android.media.audio.cts.AudioTrackSurroundTest#testPlayIEC61937_32000,pass,"junit.framework.AssertionFailedError: expect many timestamps, got 0",tv change?.. retry >> PASS,204_A1,14_r7 / 13033356,2025-05-01,1.2.0
2025-05-16,arm64-v8a,CtsMediaAudioTestCases[instant],android.media.audio.cts.AudioTrackSurroundTest#testPlayIEC61937_48000,pass,"junit.framework.AssertionFailedError: expect many timestamps, got 0",tv change?.. retry >> PASS,204_A1,14_r7 / 13033356,2025-05-01,1.2.0
2025-05-16,arm64-v8a,CtsMediaDecoderTestCases,android.media.decoder.cts.DecoderTest#testDecodeM4a,pass,java.lang.AssertionError: c2.android.aac.decoder: decoding error too big: 8747.288494156346,tv change?.. retry >> PASS,204_A1,14_r7 / 13033356,2025-05-01,1.2.0
2025-05-16,arm64-v8a,CtsMediaDecoderTestCases,android.media.decoder.cts.VideoDecoderPerfTest#testPerf[32_c2.android.vp8.decoder_fullhd],pass,"java.lang.AssertionError: Expected achievable frame rates for c2.android.vp8.decoder video/x-vnd.on2.vp8 1920x1080: [14.0, 14.0].",tv change?.. retry >> PASS,204_A1,14_r7 / 13033356,2025-05-01,1.2.0
2025-05-16,armeabi-v7a,CtsMediaDecoderTestCases,android.media.decoder.cts.VideoDecoderPerfTest#testPerf[32_c2.android.vp8.decoder_fullhd],pass,"java.lang.AssertionError: Expected achievable frame rates for c2.android.vp8.decoder video/x-vnd.on2.vp8 1920x1080: [14.0, 14.0].",tv change?.. retry >> PASS,204_A1,14_r7 / 13033356,2025-05-01,1.2.0
2025-05-16,arm64-v8a,CtsMediaV2TestCases,android.mediav2.cts.CodecDecoderTest#testSimpleDecode[0_c2.android.aac.decoder_audio/mp4a-latm],pass,java.lang.AssertionError: Decoder output is not consistent across runs,single device retry >> PASS,204_A1,14_r7 / 13033356,2025-05-01,1.2.0
2025-05-16,arm64-v8a,CtsMediaV2TestCases,android.mediav2.cts.CodecDecoderTest#testSimpleDecodeQueueCSD[0_c2.android.aac.decoder_audio/mp4a-latm],pass,java.lang.AssertionError: Decoder output is not consistent across runs,single device retry >> PASS,204_A1,14_r7 / 13033356,2025-05-01,1.2.0
2025-05-16,arm64-v8a,CtsMediaV2TestCases,android.mediav2.cts.CodecDecoderValidationTest#testDecodeAndValidate[3_c2.android.aac.decoder_audio/mp4a-latm],pass,java.lang.AssertionError: /storage/emulated/0/test/CtsMediaV2TestCases-3.6/audio/bbb_1ch_22kHz_s16le_3s.raw rms error too high ref/exp/got 25.995440/27.295210/429.026794,single device retry >> PASS,204_A1,14_r7 / 13033356,2025-05-01,1.2.0
2025-05-16,arm64-v8a,CtsMediaV2TestCases,android.mediav2.cts.CodecDecoderValidationTest#testDecodeAndValidate[7_c2.android.aac.decoder_audio/mp4a-latm],pass,java.lang.AssertionError: /storage/emulated/0/test/CtsMediaV2TestCases-3.6/audio/bbb_1ch_48kHz_s16le_3s.raw rms error too high ref/exp/got 29.335669/30.802450/429.047394,single device retry >> PASS,204_A1,14_r7 / 13033356,2025-05-01,1.2.0
2025-05-16,arm64-v8a,CtsMediaV2TestCases,android.mediav2.cts.CodecDecoderValidationTest#testDecodeAndValidate[10_c2.android.aac.decoder_audio/mp4a-latm],pass,java.lang.AssertionError: /storage/emulated/0/test/CtsMediaV2TestCases-3.6/audio/bbb_2ch_16kHz_s16le_3s.raw rms error too high ref/exp/got 22.072184/23.175791/455.326599,single device retry >> PASS,204_A1,14_r7 / 13033356,2025-05-01,1.2.0
2025-05-16,arm64-v8a,CtsMediaV2TestCases,android.mediav2.cts.CodecDecoderValidationTest#testDecodeAndValidate[14_c2.android.aac.decoder_audio/mp4a-latm],pass,java.lang.AssertionError: /storage/emulated/0/test/CtsMediaV2TestCases-3.6/audio/bbb_2ch_44kHz_s16le_3s.raw rms error too high ref/exp/got 27.316111/28.681915/455.761383,single device retry >> PASS,204_A1,14_r7 / 13033356,2025-05-01,1.2.0
2025-05-16,arm64-v8a,CtsMediaV2TestCases,android.mediav2.cts.CodecDecoderValidationTest#testDecodeAndValidate[18_c2.android.aac.decoder_audio/mp4a-latm],pass,java.lang.AssertionError: /storage/emulated/0/test/CtsMediaV2TestCases-3.6/audio/bbb_5ch_16kHz_s16le_3s.raw rms error too high ref/exp/got 32.720196/34.356205/709.117126,single device retry >> PASS,204_A1,14_r7 / 13033356,2025-05-01,1.2.0
2025-05-16,arm64-v8a,CtsMediaV2TestCases,android.mediav2.cts.CodecDecoderValidationTest#testDecodeAndValidate[21_c2.android.aac.decoder_audio/mp4a-latm],pass,java.lang.AssertionError: /storage/emulated/0/test/CtsMediaV2TestCases-3.6/audio/bbb_5ch_32kHz_s16le_3s.raw rms error too high ref/exp/got 49.437782/51.909668/709.297241,single device retry >> PASS,204_A1,14_r7 / 13033356,2025-05-01,1.2.0
2025-05-16,arm64-v8a,CtsMediaV2TestCases,android.mediav2.cts.CodecDecoderValidationTest#testDecodeAndValidate[25_c2.android.aac.decoder_audio/mp4a-latm],pass,java.lang.AssertionError: /storage/emulated/0/test/CtsMediaV2TestCases-3.6/audio/bbb_6ch_12kHz_s16le_3s.raw rms error too high ref/exp/got 34.979305/36.728268/647.255310,single device retry >> PASS,204_A1,14_r7 / 13033356,2025-05-01,1.2.0
2025-05-16,arm64-v8a,CtsMediaV2TestCases,android.mediav2.cts.CodecDecoderValidationTest#testDecodeAndValidate[29_c2.android.aac.decoder_audio/mp4a-latm],pass,java.lang.AssertionError: /storage/emulated/0/test/CtsMediaV2TestCases-3.6/audio/bbb_6ch_32kHz_s16le_3s.raw rms error too high ref/exp/got 33.927166/35.623524/646.897095,single device retry >> PASS,204_A1,14_r7 / 13033356,2025-05-01,1.2.0
2025-05-16,arm64-v8a,CtsMediaV2TestCases,android.mediav2.cts.CodecDecoderValidationTest#testDecodeAndValidate[58_c2.android.aac.decoder_audio/mp4a-latm],pass,java.lang.AssertionError: /storage/emulated/0/test/CtsMediaV2TestCases-3.6/audio/bbb_1ch_24kHz_s16le_3s.raw rms error too high ref/exp/got 26.498655/27.823587/427.673248,single device retry >> PASS,204_A1,14_r7 / 13033356,2025-05-01,1.2.0
2025-05-16,arm64-v8a,CtsMediaV2TestCases,android.mediav2.cts.CodecDecoderValidationTest#testDecodeAndValidate[61_c2.android.aac.decoder_audio/mp4a-latm],pass,java.lang.AssertionError: /storage/emulated/0/test/CtsMediaV2TestCases-3.6/audio/bbb_1ch_48kHz_s16le_3s.raw rms error too high ref/exp/got 33.148113/34.805519/427.994598,single device retry >> PASS,204_A1,14_r7 / 13033356,2025-05-01,1.2.0
2025-05-16,arm64-v8a,CtsMediaV2TestCases,android.mediav2.cts.CodecDecoderValidationTest#testDecodeAndValidate[65_c2.android.aac.decoder_audio/mp4a-latm],pass,java.lang.AssertionError: /storage/emulated/0/test/CtsMediaV2TestCases-3.6/audio/bbb_2ch_32kHz_s16le_3s.raw rms error too high ref/exp/got 27.790754/29.180290/454.419922,single device retry >> PASS,204_A1,14_r7 / 13033356,2025-05-01,1.2.0
2025-05-16,arm64-v8a,CtsMediaV2TestCases,android.mediav2.cts.CodecDecoderValidationTest#testDecodeAndValidate[2_c2.android.aac.decoder_audio/mp4a-latm],pass,java.lang.AssertionError: /storage/emulated/0/test/CtsMediaV2TestCases-3.6/audio/bbb_1ch_16kHz_s16le_3s.raw rms error too high ref/exp/got 21.368309/22.436724/428.570221,single device retry >> PASS,204_A1,14_r7 / 13033356,2025-05-01,1.2.0
2025-05-16,arm64-v8a,CtsMediaV2TestCases,android.mediav2.cts.CodecDecoderValidationTest#testDecodeAndValidate[8_c2.android.aac.decoder_audio/mp4a-latm],pass,java.lang.AssertionError: /storage/emulated/0/test/CtsMediaV2TestCases-3.6/audio/bbb_2ch_8kHz_s16le_3s.raw rms error too high ref/exp/got 26.381552/27.700628/455.072601,single device retry >> PASS,204_A1,14_r7 / 13033356,2025-05-01,1.2.0
2025-05-16,arm64-v8a,CtsMediaV2TestCases,android.mediav2.cts.CodecDecoderValidationTest#testDecodeAndValidate[11_c2.android.aac.decoder_audio/mp4a-latm],pass,java.lang.AssertionError: /storage/emulated/0/test/CtsMediaV2TestCases-3.6/audio/bbb_2ch_22kHz_s16le_3s.raw rms error too high ref/exp/got 25.334206/26.600914/455.264374,single device retry >> PASS,204_A1,14_r7 / 13033356,2025-05-01,1.2.0
2025-05-16,arm64-v8a,CtsMediaV2TestCases,android.mediav2.cts.CodecDecoderValidationTest#testDecodeAndValidate[13_c2.android.aac.decoder_audio/mp4a-latm],pass,java.lang.AssertionError: /storage/emulated/0/test/CtsMediaV2TestCases-3.6/audio/bbb_2ch_32kHz_s16le_3s.raw rms error too high ref/exp/got 27.312286/28.677900/455.729919,single device retry >> PASS,204_A1,14_r7 / 13033356,2025-05-01,1.2.0
2025-05-16,arm64-v8a,CtsMediaV2TestCases,android.mediav2.cts.CodecDecoderValidationTest#testDecodeAndValidate[17_c2.android.aac.decoder_audio/mp4a-latm],pass,java.lang.AssertionError: /storage/emulated/0/test/CtsMediaV2TestCases-3.6/audio/bbb_5ch_12kHz_s16le_3s.raw rms error too high ref/exp/got 35.983891/37.783085/708.908569,single device retry >> PASS,204_A1,14_r7 / 13033356,2025-05-01,1.2.0
2025-05-16,arm64-v8a,CtsMediaV2TestCases,android.mediav2.cts.CodecDecoderValidationTest#testDecodeAndValidate[19_c2.android.aac.decoder_audio/mp4a-latm],pass,java.lang.AssertionError: /storage/emulated/0/test/CtsMediaV2TestCases-3.6/audio/bbb_5ch_22kHz_s16le_3s.raw rms error too high ref/exp/got 39.286514/41.250839/708.566467,single device retry >> PASS,204_A1,14_r7 / 13033356,2025-05-01,1.2.0
2025-05-16,arm64-v8a,CtsMediaV2TestCases,android.mediav2.cts.CodecDecoderValidationTest#testDecodeAndValidate[22_c2.android.aac.decoder_audio/mp4a-latm],pass,java.lang.AssertionError: /storage/emulated/0/test/CtsMediaV2TestCases-3.6/audio/bbb_5ch_44kHz_s16le_3s.raw rms error too high ref/exp/got 43.891609/46.086189/709.077576,single device retry >> PASS,204_A1,14_r7 / 13033356,2025-05-01,1.2.0
2025-05-16,arm64-v8a,CtsMediaV2TestCases,android.mediav2.cts.CodecDecoderValidationTest#testDecodeAndValidate[28_c2.android.aac.decoder_audio/mp4a-latm],pass,java.lang.AssertionError: /storage/emulated/0/test/CtsMediaV2TestCases-3.6/audio/bbb_6ch_24kHz_s16le_3s.raw rms error too high ref/exp/got 30.333755/31.850441/646.926880,single device retry >> PASS,204_A1,14_r7 / 13033356,2025-05-01,1.2.0
2025-05-16,arm64-v8a,CtsMediaV2TestCases,android.mediav2.cts.CodecDecoderValidationTest#testDecodeAndValidate[31_c2.android.aac.decoder_audio/mp4a-latm],pass,java.lang.AssertionError: /storage/emulated/0/test/CtsMediaV2TestCases-3.6/audio/bbb_6ch_48kHz_s16le_3s.raw rms error too high ref/exp/got 31.033596/32.585274/646.602295,single device retry >> PASS,204_A1,14_r7 / 13033356,2025-05-01,1.2.0
2025-05-16,arm64-v8a,CtsMediaV2TestCases,android.mediav2.cts.CodecDecoderValidationTest#testDecodeAndValidate[59_c2.android.aac.decoder_audio/mp4a-latm],pass,java.lang.AssertionError: /storage/emulated/0/test/CtsMediaV2TestCases-3.6/audio/bbb_1ch_32kHz_s16le_3s.raw rms error too high ref/exp/got 31.468872/33.042313/427.943176,single device retry >> PASS,204_A1,14_r7 / 13033356,2025-05-01,1.2.0
2025-05-16,arm64-v8a,CtsMediaV2TestCases,android.mediav2.cts.CodecDecoderValidationTest#testDecodeAndValidate[64_c2.android.aac.decoder_audio/mp4a-latm],pass,java.lang.AssertionError: /storage/emulated/0/test/CtsMediaV2TestCases-3.6/audio/bbb_2ch_24kHz_s16le_3s.raw rms error too high ref/exp/got 26.977774/28.326660/454.526825,single device retry >> PASS,204_A1,14_r7 / 13033356,2025-05-01,1.2.0
2025-05-16,arm64-v8a,CtsMediaV2TestCases,android.mediav2.cts.CodecDecoderValidationTest#testDecodeAndValidate[1_c2.android.aac.decoder_audio/mp4a-latm],pass,java.lang.AssertionError: /storage/emulated/0/test/CtsMediaV2TestCases-3.6/audio/bbb_1ch_12kHz_s16le_3s.raw rms error too high ref/exp/got 23.380817/24.549858/429.169495,single device retry >> PASS,204_A1,14_r7 / 13033356,2025-05-01,1.2.0
2025-05-16,arm64-v8a,CtsMediaV2TestCases,android.mediav2.cts.CodecDecoderValidationTest#testDecodeAndValidate[5_c2.android.aac.decoder_audio/mp4a-latm],pass,java.lang.AssertionError: /storage/emulated/0/test/CtsMediaV2TestCases-3.6/audio/bbb_1ch_32kHz_s16le_3s.raw rms error too high ref/exp/got 28.642658/30.074789/429.556671,single device retry >> PASS,204_A1,14_r7 / 13033356,2025-05-01,1.2.0
2025-05-16,arm64-v8a,CtsMediaV2TestCases,android.mediav2.cts.CodecDecoderValidationTest#testDecodeAndValidate[9_c2.android.aac.decoder_audio/mp4a-latm],pass,java.lang.AssertionError: /storage/emulated/0/test/CtsMediaV2TestCases-3.6/audio/bbb_2ch_12kHz_s16le_3s.raw rms error too high ref/exp/got 21.934900/23.031645/455.738922,single device retry >> PASS,204_A1,14_r7 / 13033356,2025-05-01,1.2.0
2025-05-16,arm64-v8a,CtsMediaV2TestCases,android.mediav2.cts.CodecDecoderValidationTest#testDecodeAndValidate[12_c2.android.aac.decoder_audio/mp4a-latm],pass,java.lang.AssertionError: /storage/emulated/0/test/CtsMediaV2TestCases-3.6/audio/bbb_2ch_24kHz_s16le_3s.raw rms error too high ref/exp/got 25.653538/26.936213/455.635193,single device retry >> PASS,204_A1,14_r7 / 13033356,2025-05-01,1.2.0
2025-05-16,arm64-v8a,CtsMediaV2TestCases,android.mediav2.cts.CodecDecoderValidationTest#testDecodeAndValidate[16_c2.android.aac.decoder_audio/mp4a-latm],pass,java.lang.AssertionError: /storage/emulated/0/test/CtsMediaV2TestCases-3.6/audio/bbb_5ch_8kHz_s16le_3s.raw rms error too high ref/exp/got 43.121964/45.278061/707.954651,single device retry >> PASS,204_A1,14_r7 / 13033356,2025-05-01,1.2.0
2025-05-16,arm64-v8a,CtsMediaV2TestCases,android.mediav2.cts.CodecDecoderValidationTest#testDecodeAndValidate[23_c2.android.aac.decoder_audio/mp4a-latm],pass,java.lang.AssertionError: /storage/emulated/0/test/CtsMediaV2TestCases-3.6/audio/bbb_5ch_48kHz_s16le_3s.raw rms error too high ref/exp/got 44.275997/46.489796/708.672607,single device retry >> PASS,204_A1,14_r7 / 13033356,2025-05-01,1.2.0
2025-05-16,arm64-v8a,CtsMediaV2TestCases,android.mediav2.cts.CodecDecoderValidationTest#testDecodeAndValidate[27_c2.android.aac.decoder_audio/mp4a-latm],pass,java.lang.AssertionError: /storage/emulated/0/test/CtsMediaV2TestCases-3.6/audio/bbb_6ch_22kHz_s16le_3s.raw rms error too high ref/exp/got 29.440094/30.912098/646.526672,single device retry >> PASS,204_A1,14_r7 / 13033356,2025-05-01,1.2.0
2025-05-16,arm64-v8a,CtsMediaV2TestCases,android.mediav2.cts.CodecDecoderValidationTest#testDecodeAndValidate[30_c2.android.aac.decoder_audio/mp4a-latm],pass,java.lang.AssertionError: /storage/emulated/0/test/CtsMediaV2TestCases-3.6/audio/bbb_6ch_44kHz_s16le_3s.raw rms error too high ref/exp/got 31.733339/33.320004/647.200745,single device retry >> PASS,204_A1,14_r7 / 13033356,2025-05-01,1.2.0
2025-05-16,arm64-v8a,CtsMediaV2TestCases,android.mediav2.cts.CodecDecoderValidationTest#testDecodeAndValidate[63_c2.android.aac.decoder_audio/mp4a-latm],pass,java.lang.AssertionError: /storage/emulated/0/test/CtsMediaV2TestCases-3.6/audio/bbb_2ch_22kHz_s16le_3s.raw rms error too high ref/exp/got 24.979313/26.228277/454.218201,single device retry >> PASS,204_A1,14_r7 / 13033356,2025-05-01,1.2.0
2025-05-16,arm64-v8a,CtsMediaV2TestCases,android.mediav2.cts.CodecDecoderValidationTest#testDecodeAndValidate[67_c2.android.aac.decoder_audio/mp4a-latm],pass,java.lang.AssertionError: /storage/emulated/0/test/CtsMediaV2TestCases-3.6/audio/bbb_2ch_48kHz_s16le_3s.raw rms error too high ref/exp/got 29.183796/30.642984/454.589813,single device retry >> PASS,204_A1,14_r7 / 13033356,2025-05-01,1.2.0
2025-05-16,arm64-v8a,CtsMediaV2TestCases,android.mediav2.cts.CodecInfoTest#testHDRDisplayCapabilities[23_video/av01_c2.syna.video_decoder.av1],pass,java.lang.AssertionError: c2.syna.video_decoder.av1 Advertises support for HDR10/HDR10+ profile 4096 without any HDR display,LG Tv > HDR Adaptive >> retry >> PASS,204_A1,14_r7 / 13033356,2025-05-01,1.2.0
2025-05-16,arm64-v8a,CtsMediaV2TestCases,android.mediav2.cts.CodecInfoTest#testHDRDisplayCapabilities[26_video/hevc_c2.syna.video_decoder.hevc],pass,java.lang.AssertionError: c2.syna.video_decoder.hevc Advertises support for HDR10/HDR10+ profile 4096 without any HDR display,LG Tv > HDR Adaptive >> retry >> PASS,204_A1,14_r7 / 13033356,2025-05-01,1.2.0
2025-05-16,arm64-v8a,CtsMediaV2TestCases,android.mediav2.cts.CodecInfoTest#testHDRDisplayCapabilities[28_video/x-vnd.on2.vp9_c2.syna.video_decoder.vp9],pass,java.lang.AssertionError: c2.syna.video_decoder.vp9 Advertises support for HDR10/HDR10+ profile 4096 without any HDR display,LG Tv > HDR Adaptive >> retry >> PASS,204_A1,14_r7 / 13033356,2025-05-01,1.2.0
2025-05-16,armeabi-v7a,CtsMediaV2TestCases,android.mediav2.cts.CodecInfoTest#testHDRDisplayCapabilities[23_video/av01_c2.syna.video_decoder.av1],pass,java.lang.AssertionError: c2.syna.video_decoder.av1 Advertises support for HDR10/HDR10+ profile 4096 without any HDR display,LG Tv > HDR Adaptive >> retry >> PASS,204_A1,14_r7 / 13033356,2025-05-01,1.2.0
2025-05-16,armeabi-v7a,CtsMediaV2TestCases,android.mediav2.cts.CodecInfoTest#testHDRDisplayCapabilities[26_video/hevc_c2.syna.video_decoder.hevc],pass,java.lang.AssertionError: c2.syna.video_decoder.hevc Advertises support for HDR10/HDR10+ profile 4096 without any HDR display,LG Tv > HDR Adaptive >> retry >> PASS,204_A1,14_r7 / 13033356,2025-05-01,1.2.0
2025-05-16,armeabi-v7a,CtsMediaV2TestCases,android.mediav2.cts.CodecInfoTest#testHDRDisplayCapabilities[28_video/x-vnd.on2.vp9_c2.syna.video_decoder.vp9],pass,java.lang.AssertionError: c2.syna.video_decoder.vp9 Advertises support for HDR10/HDR10+ profile 4096 without any HDR display,LG Tv > HDR Adaptive >> retry >> PASS,204_A1,14_r7 / 13033356,2025-05-01,1.2.0
2025-05-16,arm64-v8a,CtsSecurityTestCases,android.security.cts.PackageSignatureTest#testPackageSignatures,pass,"junit.framework.AssertionFailedError: These packages should not be signed with a well known key: [android.media.audio.app, com.android.cts.tts.helper, com.google.android.cts.tts.helper2, com.android.cts.verifier, android.media.router.cts.provider_self_scan_only, android.hdmicec.app, android.media.router.cts.provider1, android.media.router.cts.provider2, android.media.router.cts.provider3, android.cts.backup.fullbackupapp, android.media.router.cts]",factory reset >> retry >> PASS,204_A1,14_r7 / 13033356,2025-05-01,1.2.0
2025-05-16,arm64-v8a,CtsVideoTestCases,"android.video.cts.VideoEncoderDecoderTest#testPerf[video/avc_c2.syna.video_encoder.avc_1,280x720_0]",pass,"java.lang.AssertionError: Expected achievable frame rates for c2.syna.video_encoder.avc video/avc 1280x720: [32.0, 60.0].",tv change?.. retry >> PASS,204_A1,14_r7 / 13033356,2025-05-01,1.2.0
2025-05-16,arm64-v8a,CtsWindowManagerBackgroundActivityTestCases,android.server.wm.BackgroundActivityLaunchTest#testBackgroundActivityWhenForegroundActivityNotTop_IsNotBlocked,pass,task for android.server.wm.backgroundactivity.appa/.BackgroundActivity,revert git commit() >> retry >> PASS,204_A1,14_r7 / 13033356,2025-05-01,1.2.0
2025-05-16,arm64-v8a,CtsWindowManagerBackgroundActivityTestCases,android.server.wm.BackgroundActivityLaunchTest#testBackgroundActivityNotBlockedWhenForegroundActivityTop,pass,task for android.server.wm.backgroundactivity.appa/.BackgroundActivity,revert git commit() >> retry >> PASS,204_A1,14_r7 / 13033356,2025-05-01,1.2.0
2025-05-16,arm64-v8a,CtsWindowManagerBackgroundActivityTestCases,android.server.wm.BackgroundActivityLaunchTest#testPendingIntentActivity_whenSenderAllowsBal_isNotBlocked,pass,java.lang.AssertionError: Not able to launch background activity,revert git commit() >> retry >> PASS,204_A1,14_r7 / 13033356,2025-05-01,1.2.0
2025-05-16,arm64-v8a,CtsWindowManagerBackgroundActivityTestCases,android.server.wm.BackgroundActivityLaunchTest#testPendingIntentBroadcastActivity_appBIsForegroundAndSdk33_isNotBlocked,pass,java.lang.AssertionError: Not able to launch background activity,revert git commit() >> retry >> PASS,204_A1,14_r7 / 13033356,2025-05-01,1.2.0
2025-05-16,arm64-v8a,CtsWindowManagerBackgroundActivityTestCases,android.server.wm.BackgroundActivityLaunchTest#testPendingIntentBroadcastActivity_appBIsForegroundAndAllowsBal_isNotBlocked,pass,java.lang.AssertionError: Not able to launch background activity,revert git commit() >> retry >> PASS,204_A1,14_r7 / 13033356,2025-05-01,1.2.0
2025-05-16,arm64-v8a,CtsWindowManagerBackgroundActivityTestCases,android.server.wm.BackgroundActivityLaunchTest#testBalOptInBindToService_whenNotOptedInAndSdk33_allowsActivityStart,pass,activity should be focused within 3000ms,revert git commit() >> retry >> PASS,204_A1,14_r7 / 13033356,2025-05-01,1.2.0
